"UK.Independence.Party","Conservative","Green","Democratic.Unionist.Party","Alliance","Sinn.Fein","Social.Democratic.and.Labour.Party","Ulster.Unionist.Party","Cannabis.is.Safer.than.Alcohol.Party","Traditional.Unionist.Voice","Ind86","Constituency","CV","FPTP","Labour","Plaid.Cymru","Liberal.Democrat","Trade.Unionist.and.Socialist.Coalition","Scottish.National.Party","National.Health.Action.Party","Respect","Speaker","Ind38"
0,0,0,0,0,0,0,0,0,0,0,"East Renfrewshire","Labour","Scottish.National.Party",99.9999999999998,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"East Surrey","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"East Worthing and Shoreham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"East Yorkshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Eastbourne","Liberal.Democrat","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Eastleigh","Liberal.Democrat","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Eddisbury","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,"Edinburgh East","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,99.9999999999998,0,0,0,0,0,0,0,0,"Edinburgh North and Leith","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Edinburgh South","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,99.9999999999998,0,0,0,0,0,0,0,0,"Edinburgh South West","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Edinburgh West","Liberal.Democrat","Scottish.National.Party",0,0,99.9999999999997,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Edmonton","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ellesmere Port and Neston","Labour","Labour",100,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"Elmet and Rothwell","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Eltham","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Enfield North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Enfield, Southgate","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Epping Forest","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Epsom and Ewell","Conservative","Conservative",0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Erewash","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Erith and Thamesmead","Labour","Labour",100,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Esher and Walton","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Exeter","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Falkirk","Scottish.National.Party","Scottish.National.Party",0,0,0,0,99.9999999999998,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Fareham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Faversham and Mid Kent","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Feltham and Heston","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Filton and Bradley Stoke","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Finchley and Golders Green","Conservative","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Folkestone and Hythe","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,0,0,0,"Forest of Dean","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Fylde","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Gainsborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Garston and Halewood","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gateshead","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gedling","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Gillingham and Rainham","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,99.9999999999999,0,0,0,0,0,0,0,0,"Glasgow Central","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow East","Scottish.National.Party","Scottish.National.Party",0,0,0,0,99.9999999999999,0,0,0,0
0,0,99.9999999999999,0,0,0,0,0,0,0,0,"Glasgow North","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow North East","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow North West","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow South","Scottish.National.Party","Scottish.National.Party",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow South West","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glenrothes","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Gloucester","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gordon","Liberal.Democrat","Scottish.National.Party",0,0,100,0,0,0,0,0,0
0,100.000000000001,0,0,0,0,0,0,0,0,0,"Gosport","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gower","Labour","Conservative",99.9999999999999,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Grantham and Stamford","Conservative","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Gravesham","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999996,0,0,0,0,0,0,0,0,0,0,"Great Grimsby","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Great Yarmouth","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Greenwich and Woolwich","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Guildford","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hackney North and Stoke Newington","Labour","Labour",99.9999999999996,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hackney South and Shoreditch","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Halesowen and Rowley Regis","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Halifax","Labour","Labour",100,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Haltemprice and Howden","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Halton","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hammersmith","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hampstead and Kilburn","Labour","Labour",100,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Harborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Harlow","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"Harrogate and Knaresborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Harrow East","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Harrow West","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Hartlepool","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Harwich and North Essex","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Hastings and Rye","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Havant","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hayes and Harlington","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hazel Grove","Liberal.Democrat","Conservative",0,0,99.9999999999997,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Hemel Hempstead","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hemsworth","Labour","Labour",100,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Hendon","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999996,0,0,0,0,0,0,0,0,0,"Henley","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Hereford and South Herefordshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Hertford and Stortford","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Hertsmere","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Hexham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"Heywood and Middleton","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"High Peak","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Hitchin and Harpenden","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Holborn and St Pancras","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"Hornchurch and Upminster","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hornsey and Wood Green","Labour","Labour",100,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Horsham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Houghton and Sunderland South","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hove","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Huddersfield","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Huntingdon","Conservative","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"Hyndburn","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ilford North","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ilford South","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Inverclyde","Scottish.National.Party","Scottish.National.Party",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Inverness, Nairn, Badenoch and Strathspey","Liberal.Democrat","Scottish.National.Party",0,0,99.9999999999998,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Ipswich","Conservative","Conservative",0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Isle of Wight","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Islington North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Islington South and Finsbury","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Islwyn","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Jarrow","Labour","Labour",100,0,0,0,0,0,0,0,0
0,13.458978274302,0,0,0,0,0,0,0,0,0,"Keighley","Labour","Conservative",86.5410217256979,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Kenilworth and Southam","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Kensington","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Kettering","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kilmarnock and Loudoun","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kingston and Surbiton","Liberal.Democrat","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kingston upon Hull East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kingston upon Hull North","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kingston upon Hull West and Hessle","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Kingswood","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kirkcaldy and Cowdenbeath","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Knowsley","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lanark and Hamilton East","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lancaster and Fleetwood","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds Central","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds East","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds North East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds North West","Liberal.Democrat","Liberal.Democrat",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds West","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leicester East","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leicester South","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leicester West","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leigh","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewes","Liberal.Democrat","Conservative",0,0,99.9999999999997,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewisham East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewisham West and Penge","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewisham, Deptford","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leyton and Wanstead","Labour","Labour",100,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Lichfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lincoln","Labour","Conservative",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Linlithgow and East Falkirk","Scottish.National.Party","Scottish.National.Party",0,0,0,0,99.9999999999997,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool, Riverside","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool, Walton","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool, Wavertree","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool, West Derby","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Livingston","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Llanelli","Plaid.Cymru","Labour",0,99.9999999999999,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Loughborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Louth and Horncastle","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"Ludlow","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Luton North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Luton South","Labour","Labour",100,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Macclesfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Maidenhead","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Maidstone and The Weald","Liberal.Democrat","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Makerfield","Labour","Labour",100,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Maldon","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Manchester Central","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Manchester, Gorton","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Manchester, Withington","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"Mansfield","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Meon Valley","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999996,0,0,0,0,0,0,0,0,0,"Meriden","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Merthyr Tydfil and Rhymney","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Mid Bedfordshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Mid Derbyshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Mid Dorset and North Poole","Liberal.Democrat","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Mid Norfolk","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"Mid Sussex","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Mid Worcestershire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Middlesbrough","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Middlesbrough South and East Cleveland","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,99.9999999999998,0,0,0,0,0,0,0,0,"Midlothian","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Milton Keynes North","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Milton Keynes South","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Mitcham and Morden","Labour","Labour",100,0,0,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Mole Valley","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Monmouth","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Montgomeryshire","Liberal.Democrat","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,"Moray","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Morecambe and Lunesdale","Conservative","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999996,0,0,0,0,0,0,0,0,0,0,"Morley and Outwood","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Motherwell and Wishaw","Scottish.National.Party","Scottish.National.Party",0,0,0,0,99.9999999999999,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Na h-Eileanan an Iar","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Neath","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"New Forest East","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"New Forest West","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Newark","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Newbury","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle upon Tyne Central","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle upon Tyne East","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle upon Tyne North","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
99.9999999999995,0,0,0,0,0,0,0,0,0,0,"Newcastle-under-Lyme","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"Newport East","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newport West","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,38.3812114975869,0,0,0,0,0,0,0,0,0,"Newton Abbot","Liberal.Democrat","Conservative",0,0,61.6187885024132,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Normanton, Pontefract and Castleford","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Ayrshire and Arran","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Cornwall","Liberal.Democrat","Conservative",0,0,99.9999999999996,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Devon","Liberal.Democrat","Conservative",0,0,99.9999999999997,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"North Dorset","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Durham","Labour","Labour",99.9999999999996,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"North East Bedfordshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"North East Cambridgeshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North East Derbyshire","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North East Fife","Liberal.Democrat","Scottish.National.Party",0,0,100,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"North East Hampshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"North East Hertfordshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"North East Somerset","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"North Herefordshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Norfolk","Liberal.Democrat","Liberal.Democrat",0,0,99.9999999999998,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"North Shropshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"North Somerset","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"North Swindon","Conservative","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"North Thanet","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Tyneside","Labour","Labour",99.9999999999996,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"North Warwickshire","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"North West Cambridgeshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North West Durham","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"North West Hampshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"North West Leicestershire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
