"Ulster.Unionist","Alliance","The.Workers...NI.","Democratic.Unionist","Social.Democratic.and.Labour","Sinn.Fein","Ulster.Popular.Unionist","Independent.Ulster.Unionist","Constituency","CV","FPTP","Labour","Liberal","Conservative","Plaid.Cymru","Social.Democratic","Scottish.National","Green","Independent.Labour","Speaker"
0,0,0,0,0,0,0,0,"Falkirk East","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Falkirk West","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Falmouth and Camborne","Social.Democratic","Conservative",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Fareham","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Faversham","Social.Democratic","Conservative",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,"Feltham and Heston","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Fife Central","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Fife North East","Liberal","Liberal",0,99.9999999999998,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Finchley","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Folkestone and Hythe","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Fulham","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Fylde","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gainsborough and Horncastle","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Galloway and Upper Nithsdale","Scottish.National","Conservative",0,0,0,0,0,99.9999999999999,0,0,0
0,0,0,0,0,0,0,0,"Gateshead East","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gedling","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gillingham","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glanford and Scunthorpe","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Cathcart","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Central","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Garscadden","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Govan","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Hillhead","Social.Democratic","Labour",0,0,0,0,99.9999999999997,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Maryhill","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Pollok","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Provan","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Rutherglen","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Shettleston","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Springburn","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gloucester","Conservative","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gloucestershire West","Social.Democratic","Conservative",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Gordon","Liberal","Liberal",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gosport","Conservative","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gower","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Grantham","Conservative","Conservative",0,0,99.9999999999997,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gravesham","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Great Grimsby","Social.Democratic","Labour",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Great Yarmouth","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Greenock and Port Glasgow","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Greenwich","Social.Democratic","Social.Democratic",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Guildford","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hackney North and Stoke Newington","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hackney South and Shoreditch","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Halesowen and Stourbridge","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Halifax","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Halton","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hamilton","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hammersmith","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hampshire East","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hampshire North West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hampstead and Highgate","Social.Democratic","Conservative",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,"Harborough","Conservative","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Harlow","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Harrogate","Social.Democratic","Conservative",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Harrow East","Conservative","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Harrow West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hartlepool","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Harwich","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hastings and Rye","Liberal","Conservative",0,99.9999999999998,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Havant","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hayes and Harlington","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hazel Grove","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hemsworth","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hendon North","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hendon South","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Henley","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hereford","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hertford and Stortford","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hertfordshire North","Liberal","Conservative",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hertfordshire South West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hertfordshire West","Social.Democratic","Conservative",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,"Hertsmere","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hexham","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Heywood and Middleton","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"High Peak","Social.Democratic","Conservative",0,0,0,0,99.9999999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Holborn and St. Pancras","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Holland with Boston","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Honiton","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hornchurch","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hornsey and Wood Green","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Horsham","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Houghton and Washington","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hove","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Huddersfield","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hull East","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hull North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hull West","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Huntingdon","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hyndburn","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ilford North","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ilford South","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Inverness, Nairn and Lochaber","Liberal","Liberal",0,99.9999999999998,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ipswich","Labour","Conservative",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Isle of Wight","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Islington North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Islington South and Finsbury","Social.Democratic","Labour",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Islwyn","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Jarrow","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Keighley","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kensington","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kent Mid","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kettering","Social.Democratic","Conservative",0,0,0,0,99.9999999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Kilmarnock and Loudoun","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kincardine and Deeside","Liberal","Conservative",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kingston upon Thames","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kingswood","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kirkcaldy","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Knowsley North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Knowsley South","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lancashire West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lancaster","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Langbaurgh","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds Central","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds East","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds North East","Social.Democratic","Conservative",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds North West","Liberal","Conservative",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds South and Morley","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds West","Liberal","Labour",0,99.9999999999996,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicester East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicester South","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicester West","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicestershire North West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leigh","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leominster","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lewes","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lewisham Deptford","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lewisham East","Conservative","Conservative",0,0,85.3906371727779,0,14.6093628272221,0,0,0,0
0,0,0,0,0,0,0,0,"Lewisham West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leyton","Liberal","Labour",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lincoln","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lindsey East","Liberal","Conservative",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Linlithgow","Scottish.National","Labour",0,0,0,0,0,99.9999999999998,0,0,0
0,0,0,0,0,0,0,0,"Littleborough and Saddleworth","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Broadgreen","Independent.Labour","Independent.Labour",0,44.8475408543813,0,0,0,0,0,55.1524591456187,0
0,0,0,0,0,0,0,0,"Liverpool Garston","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Mossley Hill","Liberal","Liberal",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Riverside","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Walton","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool West Derby","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Livingston","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Llanelli","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Loughborough","Conservative","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ludlow","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Luton North","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Luton South","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Macclesfield","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Maidstone","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Makerfield","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Blackley","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Central","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Gorton","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Withington","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Wythenshawe","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Mansfield","Social.Democratic","Labour",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Medway","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Meirionnydd Nant Conwy","Plaid.Cymru","Plaid.Cymru",0,0,0,99.7824501670195,0.217549832981287,0,0,0,0
0,0,0,0,0,0,0,0,"Meriden","Conservative","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Merthyr Tydfil and Rhymney","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Middlesbrough","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Midlothian","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Milton Keynes","Social.Democratic","Conservative",0,0,0,0,99.9999999999997,0,0,0,0
0,0,0,0,0,0,0,0,"Mitcham and Morden","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Mole Valley","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Monklands East","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Monklands West","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Monmouth","Social.Democratic","Conservative",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,"Montgomery","Liberal","Liberal",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Moray","Scottish.National","Scottish.National",0,0,0,0,0,99.9999999999995,0,0,0
0,0,0,0,0,0,0,0,"Morecambe and Lunesdale","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Motherwell North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Motherwell South","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Neath","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"New Forest","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newark","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newbury","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle upon Tyne Central","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle upon Tyne East","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle upon Tyne North","Liberal","Labour",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle-under-Lyme","Liberal","Labour",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newham North East","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newham North West","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newham South","Social.Democratic","Labour",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,"Newport East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newport West","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk Mid","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk North","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk North West","Social.Democratic","Conservative",0,0,0,0,99.9999999999997,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk South","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk South West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Normanton","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Northampton North","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Northampton South","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Northavon","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norwich North","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norwich South","Social.Democratic","Labour",0,0,0,0,99.9999999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Norwood","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nottingham East","Labour","Conservative",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nottingham North","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nottingham South","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nuneaton","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ogmore","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Old Bexley and Sidcup","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oldham Central and Royton","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oldham West","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Orkney and Shetland","Liberal","Liberal",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Orpington","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oxford East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oxford West and Abingdon","Social.Democratic","Conservative",0,0,0,0,99.9999999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Paisley North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Paisley South","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Peckham","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pembroke","Liberal","Conservative",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pendle","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Penrith and The Border","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Perth and Kinross","Scottish.National","Conservative",0,0,0,0,0,99.9999999999997,0,0,0
0,0,0,0,0,0,0,0,"Peterborough","Conservative","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Plymouth Devonport","Social.Democratic","Social.Democratic",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Plymouth Drake","Social.Democratic","Conservative",0,0,0,0,99.9999999999997,0,0,0,0
0,0,0,0,0,0,0,0,"Plymouth Sutton","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pontefract and Castleford","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pontypridd","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Poole","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Portsmouth North","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Portsmouth South","Social.Democratic","Conservative",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Preston","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pudsey","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Putney","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ravensbourne","Conservative","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Reading East","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Reading West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Redcar","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Reigate","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Renfrew West and Inverclyde","Social.Democratic","Labour",0,0,0,0,99.9999999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Rhondda","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ribble Valley","Conservative","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Richmond (Yorkshire)","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Richmond and Barnes","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rochdale","Liberal","Liberal",0,99.9999999999998,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rochford","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Romford","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Romsey and Waterside","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ross, Cromarty and Skye","Social.Democratic","Social.Democratic",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Rossendale and Darwen","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rother Valley","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rotherham","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Roxburgh and Berwickshire","Liberal","Liberal",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rugby and Kenilworth","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ruislip-Northwood","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rushcliffe","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rutland and Melton","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ryedale","Liberal","Conservative",0,99.9999999999999,0,0,0,0,0,0,0
